text,label,notes,source_url,created_at,symbols
$TTD $NOW $CRM $ADBE $SPCE Also don’t forget the shares they can use to short also get smaller and smaller as they buy back setting up for a short squeeze as it locks the bottom and allows for the price to move up and once they lose control panic sets it and it rallies hard.,speculative_hype,,https://stocktwits.com/message/656841497,2026-06-18T14:32:06Z,TTD|NOW|CRM|ADBE|SPCE
"$SPCE This will bounce around until things really happen. If your in, you have nothing to worry about, if you're looking for a quick buck, good luck. The bouncing will stop and you knee jerked yourself out of a great trade. I'm long, no need to fuss.",speculative_hype,,https://stocktwits.com/message/656847597,2026-06-18T15:00:01Z,SPCE
This (SPCX) SpaceX stock analysis video for Jun-18-2026 will show you potential buy and sell zones if you're looking to purchase their stock and other space-related stocks such as (RKLB) Rocket Lab Corp and AST SpaceMobile Inc (ASTS). https://youtu.be/6ovwa_I8Fx4 $SPCX $RKLB $ASTS,speculative_hype,,https://stocktwits.com/message/656879914,2026-06-18T17:53:54Z,SPCX|RKLB|ASTS
"Caught the absolute bottom on $ASTS this morning! Reuters reporting new satellite deployment milestones has the retail crowd going absolutely wild. This is a pure momentum play right now, just trailing my stops tightly to lock in these quick gains. Let the winners run! Bullish!",speculative_hype,,https://stocktwits.com/message/656861201,2026-06-18T16:08:24Z,ASTS
$LUNR I’m long term but this should be more like 15-18$ at best. Next year or if they land successfully perhaps but the competition is gonna eat a hole In the pocket and demand more dilution to compete long term.,speculative_hype,,https://stocktwits.com/message/656792813,2026-06-18T02:12:54Z,LUNR
"$ASTS the option expirations are released and space X IPO is settled, now we are at a bargain stage that could potentially trigger avalanche with so much shorts out there to be squeezed. Going to be wild. Hold tight",speculative_hype,,https://stocktwits.com/message/656965348,2026-06-20T08:18:28Z,ASTS
"$ASTS entering spicy zone, for long term breakdown. all of the shorter timeframes, buyers today, last week, last month, last six months…all bagged… sub $70, majority of long timers, will be flat to underwater…selling pressure will accelerate.",speculative_hype,,https://stocktwits.com/message/656864045,2026-06-18T16:23:44Z,ASTS
"$ARKVX $ARKX $RONB $SPY $TSLA Someone that actually knows what they’re doing and listen to their engineers and physicists will surely pass up Felon, long before that happens. SPACEX’ll be the BlackBerry of the Rocket / Space Industry.",speculative_hype,,https://stocktwits.com/message/653876986,2026-05-20T02:38:40Z,ARKVX|ARKX|RONB|SPY|TSLA
"$UFO One launch. One contract. One breakthrough away from the entire sector rerating higher. Institutions are chasing AI. I’m accumulating the next frontier. Space, defense, communications, autonomy, robotics. The rocket hasn’t even left the pad yet. 🚀🚀🚀🌕💎🙌",speculative_hype,Borderline with evidence_analysis; labeled speculative_hype because evidence is thin or mainly used to support an upside claim.,https://stocktwits.com/message/656571694,2026-06-16T13:50:05Z,UFO
"$ASTS actually thought this guys name was moon soon, but it makes more sense now. let’s go.next week should hopefully be better. I look out a few years though. would love a big announcement soon . 🚀🚀",speculative_hype,,https://stocktwits.com/message/656933235,2026-06-19T07:35:51Z,ASTS
"$ASTS reminder , we went from $63 on May 5 to $133 on May 28 to current price with successful launch. We can all wait 3 weeks and just keep accumulating. Japan contract + next 3 tuna cans imminent!!!!",speculative_hype,Borderline with evidence_analysis; labeled speculative_hype because evidence is thin or mainly used to support an upside claim.,https://stocktwits.com/message/656882536,2026-06-18T18:10:21Z,ASTS
"Two stories in one screen today. $RDW and $RKLB pulling back while $QS, $CIFR and $MU rip higher. Watch how the buyers step in on the dippers and whether the runners hold their gains into the close. 👀",speculative_hype,,https://stocktwits.com/message/656854072,2026-06-18T15:31:15Z,RDW|RKLB|QS|CIFR|MU
3/5: SpaceX prioritizes building “self‑growing city” on the Moon and folds xAI into $1TN valuation deal | View: Event is structurally positive for space and AI demand but highly long-dated and private… $ARKX $SPY,speculative_hype,Borderline with evidence_analysis; labeled speculative_hype because evidence is thin or mainly used to support an upside claim.,https://stocktwits.com/message/644455093,2026-02-09T14:50:02Z,ARKX|SPY
"$ASTS guess what bears??? if it goes down Monday I will buy more, if it goes down Tuesday I will buy more, etc. Learn to invest and have conviction and thank you for discounted shares!!!",speculative_hype,,https://stocktwits.com/message/656862272,2026-06-18T16:13:56Z,ASTS
$RKLB The market spent years asking if Rocket Lab could survive. Now it’s being added to the Nasdaq-100 and people are asking how big it can get. That’s a very different conversation. 👀🚀,speculative_hype,,https://stocktwits.com/message/656919365,2026-06-18T23:00:09Z,RKLB
"$SPCE I’ll say it once and I’ll say it again, undervalued and under book value of about $4.20. Market cap is way too low. People are getting a steal at these prices",speculative_hype,,https://stocktwits.com/message/656877676,2026-06-18T17:39:54Z,SPCE
"$SPCE seeing MULTIPLE multi-million share orders hit the tape 👀🐳 Big money loading while price HOLDS the 200MA = strength, not weakness 💪 This is the kind of accumulation you watch for before a major move 🚀",speculative_hype,,https://stocktwits.com/message/656947037,2026-06-19T16:31:45Z,SPCE
"$ASTS just printed $133,000,000+ in buys on Thursday (6/18/26)… let that sink in. Big money is loading. Whales aren’t tapping in for no reason 🐳 Something is coming. 👀🚀 #ASTS",speculative_hype,,https://stocktwits.com/message/656946700,2026-06-19T16:22:29Z,ASTS
$ASTS $FLY $LUNR I’m riding out the volatility and buying the big drops. Nothing in the story has changed. Backlogs are solid. This turbulence looks like a gift for anyone accumulating.,speculative_hype,,https://stocktwits.com/message/656875442,2026-06-18T17:27:09Z,ASTS|FLY|LUNR
$ASTS $LUNR $RKLB $SPCE $SPCX I guess.. if u bought in @ $130’s Not if u bought in @ $62 Plus making a KILLING on covered Calls All good in the hood 💪💵,speculative_hype,,https://stocktwits.com/message/656954462,2026-06-19T20:20:14Z,ASTS|LUNR|RKLB|SPCE|SPCX
"$ARKX: still a mystery to me why the aerospace/defense space can't rally during wartime with a massive budget increase pending, but there it is. Watching this buy setup develop...",speculative_hype,,https://stocktwits.com/message/649580196,2026-04-07T14:53:38Z,ARKX
$ASTS how long until I get so see my favorite post from whoever plays the Forrest Gump and just like that we are all bullish again. I’m guessing Monday,speculative_hype,,https://stocktwits.com/message/656867178,2026-06-18T16:41:26Z,ASTS
$SPCX $RONB $ARKX $UFO $TSLA Bullish on life and humanity. Keep stacking assets if you have a long time horizon. The future will be amazing. Photos recently shared by SpaceX.,speculative_hype,,https://stocktwits.com/message/646141359,2026-02-27T18:53:48Z,SPCX|RONB|ARKX|UFO|TSLA
$RKLB thank you Space X plorers for the opportunity during the rush to $SPCX now in big here at Rocket Lab! and welcome back too after the reality checkout,speculative_hype,,https://stocktwits.com/message/656859486,2026-06-18T15:59:09Z,RKLB|SPCX
"$AMD Cathy bought another 21,600 shares in $ARKK, 4,973 in $ARKQ, and 3,566 in $ARKX. She also added 24000 or so of $AVGO.",speculative_hype,,https://stocktwits.com/message/645184611,2026-02-18T01:43:38Z,AMD|ARKK|ARKQ|ARKX|AVGO
Just sold some stocks that were hanging around doibg nothing to buy my first starter position in $SPCX should compliment my long position in $SPCE,speculative_hype,,https://stocktwits.com/message/656879655,2026-06-18T17:52:23Z,SPCX|SPCE
$SPCE I sold entire position of SPCE and cut losses and now moving to Space X instead. Feel like it is better long term.,speculative_hype,,https://stocktwits.com/message/656832985,2026-06-18T13:57:59Z,SPCE
@SuperStoner prove me wrong buy more shares or sell your $ASTS and buy $ASTX.. Bid this up so I can short next week.,speculative_hype,,https://stocktwits.com/message/656892347,2026-06-18T19:12:35Z,ASTS|ASTX
"$ASTS Confucius say, Man who sell at these prices definitely one of panic. One who buy at these prices create generational wealth",speculative_hype,,https://stocktwits.com/message/656883946,2026-06-18T18:19:29Z,ASTS
"$NASA Started a small position here today, good price for the long run! SpaceX IPO in June possibly… $SPY $ARKX",speculative_hype,Borderline with evidence_analysis; labeled speculative_hype because evidence is thin or mainly used to support an upside claim.,https://stocktwits.com/message/651913083,2026-04-30T17:36:12Z,NASA|SPY|ARKX
$ARKX I added some more today not at the lowest but was glad I bought this on the way down.,speculative_hype,,https://stocktwits.com/message/642365490,2026-01-20T23:45:28Z,ARKX
$ASTS cover your shorts now. Bears had enough fun. This is now a setup for bull run next week,speculative_hype,,https://stocktwits.com/message/656899759,2026-06-18T19:55:11Z,ASTS
$FLY $PL $ASTS bought more of these today Next week is going to be good for these names,speculative_hype,,https://stocktwits.com/message/656897119,2026-06-18T19:42:39Z,FLY|PL|ASTS
$LUNR added 600 to hold 2500 avg 28. Will go up to 5000 shares if drops further,speculative_hype,,https://stocktwits.com/message/656835051,2026-06-18T14:05:33Z,LUNR
"$SPCX Good enough, I'm in. Patience pays. $RKLB $FLY I long term. No sale.",speculative_hype,,https://stocktwits.com/message/656864680,2026-06-18T16:27:39Z,SPCX|RKLB|FLY
"$LUNR The question isn't if this will bounce back (of course it will), the question is WHEN WILL THEY STOP SELLING OFF the entire space sector, including LUNR? Where is the transition?!? Even when IM-2 failed, the bottom came fairly quick, and the stock kind of hovered there for a while with both green and red days. This is just 3 weeks of straight down. The problem is we don't know what the MMs /Wall Street overall is doing with the space sector at the moment. We saw this similar protracted sell-off with different sectors, but the space sector one seems more prolonged. The current offering and SPCX IPO haven't helped either.",risk_skepticism,,https://stocktwits.com/message/656846374,2026-06-18T14:54:41Z,LUNR
"$ASTS you’re correct about the risk, but the risk has significantly decreased and is not related to this price action. A week ago bears said “ASTS will be lucky to have 1 satellite this year”. Now we’ve launched another 3 with 3 more on the way shortly. Will we reach the 45 sats by EOY? Unlikely based on the current rate, but execution has nothing to do with the drop in the recent weeks, that’s purely market conditions. Sure it may take till Q1 2027 for the full 45 satellite deployment, and once that happens there will be an immediate increase in revenue. That’s not speculation, ISPs have already joined AST and are simply waiting to enable the D2D services. We have a cash runway well into 2027 so stock dilution is unlikely. Starlink generated 11.4B of revenue last year with inferior satellites. That’s a third of AST market cap. Once you start calculating P/E ratios at future revenue levels it becomes clear AST at this price point is very strong.",risk_skepticism,Borderline with evidence_analysis; labeled risk_skepticism because the main purpose is a downside warning.,https://stocktwits.com/message/656853462,2026-06-18T15:28:18Z,ASTS
"$WARP $UFO $MARS $ORBX These garbage ETF’s are down 5% - 10% daily, There garbage and $SPCX ia garbage too, Soon as I get in profit I’m selling this trash 🚮 Space X will not rally green everyday while the entire sector is red everyday! That SpaceX trash will rally for a few days then join the sector in being big red everyday 📠",risk_skepticism,Borderline with evidence_analysis; labeled risk_skepticism because the main purpose is a downside warning.,https://stocktwits.com/message/655317466,2026-06-03T20:05:43Z,WARP|UFO|MARS|ORBX|SPCX
@SuperStoner there is a commecial agreement to do future buisness but its non binding can be canceled at any time and no service at this time or ever. So not a contract to me. But you do you prove me wrong buy more shares or sell your $ASTS and buy $ASTX.. Bid this up so I can short next week.,risk_skepticism,Borderline with evidence_analysis; labeled risk_skepticism because the main purpose is a downside warning.,https://stocktwits.com/message/656892481,2026-06-18T19:13:29Z,ASTS|ASTX
"$LUNR support at 22, but looks terrible below that, could flush to 18. I’d love to buy dip there again. $SPCX is basically a new Mag7 (8?) but controls the space sector. If $SPCX is bearish, you better believe the sector will be weak. Look at $RDW",risk_skepticism,Borderline with evidence_analysis; labeled risk_skepticism because the main purpose is a downside warning.,https://stocktwits.com/message/656964221,2026-06-20T05:30:18Z,LUNR|SPCX|RDW
"$SPCE SO MANY WEAK HANDS, THIS SAME SHIT PEOPLE WILL AFTER FEW DAYS WHEN IT WILL REVERSE UPWARDS REGRETING WHY THE SOLD WITH LOSSES, STUPID PEOPE. SOME MAY HAVE FORGOTTEN TO REMOVE THE STOP LOSS, STOP LOSS HUNGING TOO, THE SHORTS NEED THOSE RIDICULOUS SITUATIONS...!",risk_skepticism,,https://stocktwits.com/message/656838073,2026-06-18T14:17:30Z,SPCE
"LOL this guy thinks $ASTS has a contract for service . LOL $ASTS has no service to sell and won't have one. LOL Fact check how many shares 10% owner Rakuten has sold in 2026 alone. Kimi says Rakuten Shares owned: 15,510,078 Last filing date: 2026-05-05 Shares sold: 15,510,077 (from ~31,020,155 peak) Sale dates: 2026-04-14 through 2026-05-05 Sale breakdown: Apr 14: 1,690,000 @ $91.42 Apr 15: 1,350,000 @ $86.22 Apr 16: 1,900,000 @ $89.42 Apr 22: 5,060,000 @ undisclosed Apr 24: 5,060,000 @ undisclosed Apr 27: 400,000 @ $76.31 Apr 28: 430,000 @ $73.95 Apr 29: 70,500 @ $70.34 Apr 30: 1,800,000 @ $73.26 May 1: 870,000 @ $72.07 May 4: 970,000 @ $69.22 May 5: 969,577 @ $65.33 Grok and ChatGPT said it is right.",risk_skepticism,Borderline with evidence_analysis; labeled risk_skepticism because the main purpose is a downside warning.,https://stocktwits.com/message/656892261,2026-06-18T19:12:04Z,ASTS
@18KGold Literally have no clue what you just tried to say. I will make it clear.. ***$ASTS is a MEME stock it is worth nothing it will trend to $2 with in 2 years and then be a zombie stock for years before delisted with in 10 yrs.*** No carreir has any contract with $ASTS they got cheap shares for a loan. The US government gives worthless companies all the time. With New Glenn down for years $ASTS won't become profitable. They will be out of cash before they have a product that generates revenue. So they will have to dilute more. Then they have to pay off billions in debt which means more dilutions,risk_skepticism,Borderline with evidence_analysis; labeled risk_skepticism because the main purpose is a downside warning.,https://stocktwits.com/message/656858293,2026-06-18T15:53:09Z,ASTS
@SuperStoner there is no contract for service. There is no service. $T has 6 million shares at $5.75 if memory servese. $T made an agreement that if $ASTS gets service they will split revenue. The agreement expires in 2030 but can be canceled at any time with no cost to $T. $VZ has a similar agreement and also had millions of shares at $5.75. I am sure they sold or are currently selling.,risk_skepticism,Borderline with evidence_analysis; labeled risk_skepticism because the main purpose is a downside warning.,https://stocktwits.com/message/656890073,2026-06-18T18:58:01Z,T|ASTS|VZ
$ASTS this is a $20-$50 stock for right now. Your best bet is to short this down to those levels. Hold some but short the rest. The only way you should be buying a high risk stock like this is what the money you make from shorting it. We won’t see this at $150 or nothing close to it for the next 5-10 years.￼,risk_skepticism,,https://stocktwits.com/message/656861379,2026-06-18T16:09:19Z,ASTS
$LUNR bought in the $2’s sold high 30’s Now waiting to buy in the low teens. I never short stocks because it’s a mugs game but I can see LUNR bleeding a lot more before it finds a solid base. Blame $SPCX for taking all the investors 😂 but that will probably tank down to $100 😖,risk_skepticism,,https://stocktwits.com/message/656833346,2026-06-18T13:59:13Z,LUNR|SPCX
$ASTS People acting like the dump to $65 didn’t get followed by 100% move to ATHs in 2 weeks And current short interest higher than then What’s there to panic about? What are we in a hurry for? If you’re in a hurry you’re in the wrong stock,risk_skepticism,,https://stocktwits.com/message/656882715,2026-06-18T18:11:35Z,ASTS
They keep sharing the lies so Retail wil be the exit liquidity. I said short at $133 I said for weeks sell your $ASTS buy $ASTN or $MUU. For weeks I was right and they call me names. LOL Just block them and take their money!!!,risk_skepticism,,https://stocktwits.com/message/656886138,2026-06-18T18:33:56Z,ASTS|ASTN|MUU
"$AMD is showing some serious relative weakness compared to the rest of the semi space today. $SPCE is just hovering at all-time lows, bleeding retail accounts dry every single week. Swapping my speculative tech plays into cash until the next macro wave arrives. Bearish.",risk_skepticism,,https://stocktwits.com/message/656861327,2026-06-18T16:09:02Z,AMD|SPCE
$SPCX I bought at 170 sold at 194 and now I bout back in at 181 and will never sell. I cut losses on $SPCE The amount I made on Space X sale helped wash the losses for SPCE. Good LUck!!!!!!!!!!!,risk_skepticism,,https://stocktwits.com/message/656837681,2026-06-18T14:15:54Z,SPCX|SPCE
$RDW better than $LUNR scam Lawsuit will come soon 🔜..piece. S …,risk_skepticism,,https://stocktwits.com/message/656869062,2026-06-18T16:51:43Z,RDW|LUNR
"$ASTS The company just launched a batch of 3 of their much larger satellites successfully, and announced the next 3 are about to ship for launch a month after the last 3. This indicates the production issue and launch issue is mostly solved. Then they announced they want to hire 500 more employees. SpaceX is trading at a stupid valuation when their D2D tech is straight trash compared to AST's. T-Mobile is about to drop SpaceX and sign with AST. There has never been a safer time to buy then now.",risk_skepticism,Borderline with evidence_analysis; labeled risk_skepticism because the main purpose is a downside warning.,https://stocktwits.com/message/656845462,2026-06-18T14:50:31Z,ASTS
$LUNR 🤑 BUY EVERY DIP The stupid idiotic wannabe shorts ( the ones who don’t short at $45 and only did so like yesterday as stupidly as the clowns who chased this at $45 expecting it to go higher) Lesson to both sets of idiot traders: YOU BUY LOW ( and cover if short ) YOU SELL HIGH ( and THEN short ) Oh helllllllooooo! Dumbasses,risk_skepticism,,https://stocktwits.com/message/656804735,2026-06-18T10:02:44Z,LUNR
"$ASTS Obvious distribution is obvious. Volume on red days us huge. When it bounces back, the volume is small. The typical pumpers (anpanman, etc) are already talking about other stocks. Where do you think they are getting the funds? Yes, they are selling this shitco to keep grifting",risk_skepticism,,https://stocktwits.com/message/656922901,2026-06-19T00:07:40Z,ASTS
"$ASTS I waited this patiently but nothing is going in its wat, No point of waiting further. I did not expect this much bad performance.. Frustrated and thinking selling for losses. Money has been blocked in it while other AI stocks are moving up. Any suggestions.",risk_skepticism,,https://stocktwits.com/message/656898084,2026-06-18T19:47:48Z,ASTS
"$LUNR There is one potential catalyst that could bounce this hard: The closing of the ATM offering. However, it remains unclear how much they've been selling or if they plan to execute the entire offering even at these low prices.",risk_skepticism,,https://stocktwits.com/message/656898948,2026-06-18T19:51:57Z,LUNR
"$RKLB it wpuldnt go under 85. Different xompany than it was 4 months ago and a lot stronger now too. Though people may sell on fear, if spacex keeps dropping. Despite this company doing better than spacex revenue wise.",risk_skepticism,Borderline with evidence_analysis; labeled risk_skepticism because the main purpose is a downside warning.,https://stocktwits.com/message/656831863,2026-06-18T13:53:54Z,RKLB
"$LUNR TWELVE DAYS OF THIS. The management SUCKS. I'm sorry, but this is NOT normal dilution. I've never seen an offering take the stock down like this for this long. This company can F*ck off. Seriously.",risk_skepticism,,https://stocktwits.com/message/656825977,2026-06-18T13:34:56Z,LUNR
@SuperStoner i am going to block you because I am just repeating myself. PLEASE cry about it and buy more $ASTS never sell. Hold those shares until it is bankrupt and delisted. DCA all the way down.,risk_skepticism,Borderline with evidence_analysis; labeled risk_skepticism because the main purpose is a downside warning.,https://stocktwits.com/message/656893918,2026-06-18T19:23:16Z,ASTS
$LUNR you say that like all they do is put landers on the moon. Ever heard of KinetX or Lanteris? They’ve got a billion dollar backlog for satellites and other lunar infrastructure. FUD ALERT!!! 🚨 🚨🚨,risk_skepticism,Borderline with evidence_analysis; labeled risk_skepticism because the main purpose is a downside warning.,https://stocktwits.com/message/656793530,2026-06-18T02:27:39Z,LUNR
"$ASTS been here since it was 5$ sold and bought along the way. Remember earnings just 6!weeks ago brought this to 66, and then weeks later ATH. Today is just trash. It happens",risk_skepticism,,https://stocktwits.com/message/656878448,2026-06-18T17:44:32Z,ASTS
$ADTX More crazy shenanigan's today. The MOST Vicious naked shorting I have seen in years. 50% Dark Pool Off Exchange Short Interest 850k shares available to short 85% CTB $BYND $AMC $GME $SPCE,risk_skepticism,,https://stocktwits.com/message/656788602,2026-06-18T00:55:50Z,ADTX|BYND|AMC|GME|SPCE
"$ASTS ""You gon' loose all your gains, haha you dumb fuk"" Where are you all retards today? Market ripping and this shit continues to dump. Scam pos",risk_skepticism,,https://stocktwits.com/message/656869833,2026-06-18T16:55:51Z,ASTS
"$SPCE On behalf of the bears, the shorts, and put holders of the world - after cashing out half of my positions - thank you all for your money.",risk_skepticism,,https://stocktwits.com/message/656832114,2026-06-18T13:54:48Z,SPCE
$VOD $T $VZ Rakuten have millions of shares in $ASTS they likely sold shares since the explosion. You are exit liquidity. LOL,risk_skepticism,,https://stocktwits.com/message/656891101,2026-06-18T19:04:14Z,VOD|T|VZ|ASTS
$LUNR 🤣 what a fukn clown. But what I'm asking is average down or should i just sell and take that loss?,risk_skepticism,,https://stocktwits.com/message/656766281,2026-06-17T20:25:13Z,LUNR
$SPCE All of my puts are still green or ITM. Just need this shit show to drop a little bit more.,risk_skepticism,,https://stocktwits.com/message/656807808,2026-06-18T11:11:07Z,SPCE
$ASTS Easiest short in my life. Losing money every single quarter and bunches of delusions screaming for a squeeze.,risk_skepticism,,https://stocktwits.com/message/656964319,2026-06-20T05:41:14Z,ASTS
$ASTS What’s happening to SpaceX was always so predictable. Retail used for exit liquidity and now bagholders,risk_skepticism,,https://stocktwits.com/message/656864853,2026-06-18T16:28:31Z,ASTS
"$LUNR the consistent drop at open everyday has to be the offering being executed, when it's done 📈",risk_skepticism,,https://stocktwits.com/message/656890059,2026-06-18T18:57:56Z,LUNR
@Portolock did you sell at 133 when I first started to short $ASTS with $ASTN?,risk_skepticism,,https://stocktwits.com/message/656857261,2026-06-18T15:47:56Z,ASTS|ASTN
$ASTS not sure if to sell and put it all in $RKLB instead 🤔,risk_skepticism,,https://stocktwits.com/message/656834187,2026-06-18T14:02:06Z,ASTS|RKLB
$SPCE $SPCE dowwwwwwnnn and Tomorrow bis red day… enjoy the Branson Scam,risk_skepticism,,https://stocktwits.com/message/656751210,2026-06-17T19:10:40Z,SPCE
"$LUNR your going see a lawsuit over this , mark this post !",risk_skepticism,,https://stocktwits.com/message/656834468,2026-06-18T14:03:13Z,LUNR
$LUNR death spiral from too much dilution,risk_skepticism,,https://stocktwits.com/message/656868986,2026-06-18T16:51:17Z,LUNR
